Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
913000,advanced_player,0.022,0.042,0.936
914000,random_player,1.0,0.0,0.0
914000,moderate_player,0.231,0.147,0.622
914000,advanced_player,0.031,0.041,0.928
915000,random_player,1.0,0.0,0.0
915000,moderate_player,0.231,0.156,0.613
915000,advanced_player,0.027,0.045,0.928
916000,random_player,1.0,0.0,0.0
916000,moderate_player,0.214,0.157,0.629
916000,advanced_player,0.026,0.026,0.948
917000,random_player,1.0,0.0,0.0
917000,moderate_player,0.221,0.15,0.629
917000,advanced_player,0.024,0.039,0.937
918000,random_player,1.0,0.0,0.0
918000,moderate_player,0.242,0.138,0.62
918000,advanced_player,0.035,0.044,0.921
919000,random_player,1.0,0.0,0.0
919000,moderate_player,0.224,0.156,0.62
919000,advanced_player,0.028,0.035,0.937
920000,random_player,1.0,0.0,0.0
920000,moderate_player,0.23,0.129,0.641
920000,advanced_player,0.033,0.038,0.929
921000,random_player,1.0,0.0,0.0
921000,moderate_player,0.223,0.152,0.625
921000,advanced_player,0.035,0.036,0.929
922000,random_player,1.0,0.0,0.0
922000,moderate_player,0.241,0.149,0.61
922000,advanced_player,0.033,0.037,0.93
923000,random_player,1.0,0.0,0.0
923000,moderate_player,0.26,0.137,0.603
923000,advanced_player,0.038,0.034,0.928
924000,random_player,1.0,0.0,0.0
924000,moderate_player,0.238,0.148,0.614
924000,advanced_player,0.03,0.036,0.934
925000,random_player,1.0,0.0,0.0
925000,moderate_player,0.239,0.131,0.63
925000,advanced_player,0.029,0.036,0.935
926000,random_player,1.0,0.0,0.0
926000,moderate_player,0.235,0.147,0.618
926000,advanced_player,0.026,0.029,0.945
927000,random_player,1.0,0.0,0.0
927000,moderate_player,0.213,0.166,0.621
927000,advanced_player,0.026,0.033,0.941
928000,random_player,1.0,0.0,0.0
928000,moderate_player,0.23,0.168,0.602
928000,advanced_player,0.027,0.034,0.939
929000,random_player,1.0,0.0,0.0
929000,moderate_player,0.237,0.164,0.599
929000,advanced_player,0.022,0.039,0.939
930000,random_player,1.0,0.0,0.0
930000,moderate_player,0.246,0.125,0.629
930000,advanced_player,0.03,0.031,0.939
931000,random_player,1.0,0.0,0.0
931000,moderate_player,0.221,0.164,0.615
931000,advanced_player,0.028,0.035,0.937
932000,random_player,1.0,0.0,0.0
932000,moderate_player,0.224,0.158,0.618
932000,advanced_player,0.024,0.026,0.95
933000,random_player,1.0,0.0,0.0
933000,moderate_player,0.239,0.173,0.588
933000,advanced_player,0.032,0.033,0.935
934000,random_player,1.0,0.0,0.0
934000,moderate_player,0.238,0.156,0.606
934000,advanced_player,0.025,0.039,0.936
935000,random_player,1.0,0.0,0.0
935000,moderate_player,0.276,0.116,0.608
935000,advanced_player,0.026,0.033,0.941
936000,random_player,1.0,0.0,0.0
936000,moderate_player,0.261,0.154,0.585
936000,advanced_player,0.032,0.047,0.921
937000,random_player,1.0,0.0,0.0
937000,moderate_player,0.236,0.122,0.642
937000,advanced_player,0.029,0.038,0.933
938000,random_player,1.0,0.0,0.0
938000,moderate_player,0.23,0.134,0.636
938000,advanced_player,0.034,0.027,0.939
939000,random_player,1.0,0.0,0.0
939000,moderate_player,0.232,0.154,0.614
939000,advanced_player,0.037,0.035,0.928
940000,random_player,0.999,0.001,0.0
940000,moderate_player,0.239,0.137,0.624
940000,advanced_player,0.032,0.042,0.926
941000,random_player,1.0,0.0,0.0
941000,moderate_player,0.237,0.133,0.63
941000,advanced_player,0.027,0.035,0.938
942000,random_player,1.0,0.0,0.0
942000,moderate_player,0.201,0.16,0.639
942000,advanced_player,0.033,0.031,0.936
943000,random_player,1.0,0.0,0.0
943000,moderate_player,0.249,0.133,0.618
943000,advanced_player,0.031,0.04,0.929
944000,random_player,1.0,0.0,0.0
944000,moderate_player,0.227,0.148,0.625
944000,advanced_player,0.035,0.032,0.933
945000,random_player,1.0,0.0,0.0
945000,moderate_player,0.228,0.154,0.618
945000,advanced_player,0.031,0.039,0.93
946000,random_player,1.0,0.0,0.0
946000,moderate_player,0.257,0.147,0.596
946000,advanced_player,0.033,0.044,0.923
947000,random_player,1.0,0.0,0.0
947000,moderate_player,0.257,0.137,0.606
947000,advanced_player,0.038,0.028,0.934
948000,random_player,1.0,0.0,0.0
948000,moderate_player,0.236,0.166,0.598
948000,advanced_player,0.032,0.041,0.927
949000,random_player,1.0,0.0,0.0
949000,moderate_player,0.254,0.158,0.588
949000,advanced_player,0.037,0.034,0.929
950000,random_player,1.0,0.0,0.0
950000,moderate_player,0.254,0.143,0.603
950000,advanced_player,0.037,0.043,0.92
951000,random_player,1.0,0.0,0.0
951000,moderate_player,0.241,0.158,0.601
951000,advanced_player,0.031,0.042,0.927
952000,random_player,1.0,0.0,0.0
952000,moderate_player,0.23,0.15,0.62
952000,advanced_player,0.036,0.033,0.931
953000,random_player,1.0,0.0,0.0
953000,moderate_player,0.245,0.168,0.587
953000,advanced_player,0.031,0.039,0.93
954000,random_player,1.0,0.0,0.0
954000,moderate_player,0.228,0.162,0.61
954000,advanced_player,0.029,0.038,0.933
955000,random_player,1.0,0.0,0.0
955000,moderate_player,0.253,0.149,0.598
955000,advanced_player,0.028,0.026,0.946
956000,random_player,1.0,0.0,0.0
956000,moderate_player,0.253,0.145,0.602
956000,advanced_player,0.031,0.025,0.944
957000,random_player,1.0,0.0,0.0
957000,moderate_player,0.227,0.157,0.616
957000,advanced_player,0.027,0.028,0.945
958000,random_player,1.0,0.0,0.0
958000,moderate_player,0.254,0.15,0.596
958000,advanced_player,0.025,0.04,0.935
959000,random_player,1.0,0.0,0.0
959000,moderate_player,0.262,0.118,0.62
959000,advanced_player,0.037,0.03,0.933
960000,random_player,1.0,0.0,0.0
960000,moderate_player,0.238,0.15,0.612
960000,advanced_player,0.028,0.042,0.93
961000,random_player,1.0,0.0,0.0
961000,moderate_player,0.243,0.144,0.613
961000,advanced_player,0.035,0.046,0.919
962000,random_player,1.0,0.0,0.0
962000,moderate_player,0.239,0.146,0.615
962000,advanced_player,0.039,0.032,0.929
963000,random_player,1.0,0.0,0.0
963000,moderate_player,0.257,0.149,0.594
963000,advanced_player,0.027,0.028,0.945
964000,random_player,1.0,0.0,0.0
964000,moderate_player,0.227,0.181,0.592
964000,advanced_player,0.029,0.021,0.95
965000,random_player,1.0,0.0,0.0
965000,moderate_player,0.268,0.166,0.566
965000,advanced_player,0.021,0.028,0.951
966000,random_player,1.0,0.0,0.0
966000,moderate_player,0.227,0.136,0.637
966000,advanced_player,0.031,0.041,0.928
967000,random_player,1.0,0.0,0.0
967000,moderate_player,0.226,0.149,0.625
967000,advanced_player,0.018,0.039,0.943
968000,random_player,1.0,0.0,0.0
968000,moderate_player,0.246,0.178,0.576
968000,advanced_player,0.03,0.036,0.934
969000,random_player,1.0,0.0,0.0
969000,moderate_player,0.271,0.151,0.578
969000,advanced_player,0.036,0.042,0.922
970000,random_player,1.0,0.0,0.0
970000,moderate_player,0.255,0.142,0.603
970000,advanced_player,0.027,0.041,0.932
971000,random_player,1.0,0.0,0.0
971000,moderate_player,0.267,0.138,0.595
971000,advanced_player,0.031,0.029,0.94
972000,random_player,1.0,0.0,0.0
972000,moderate_player,0.2,0.169,0.631
972000,advanced_player,0.043,0.029,0.928
973000,random_player,1.0,0.0,0.0
973000,moderate_player,0.23,0.163,0.607
973000,advanced_player,0.026,0.042,0.932
974000,random_player,0.999,0.001,0.0
974000,moderate_player,0.223,0.162,0.615
974000,advanced_player,0.04,0.043,0.917
975000,random_player,1.0,0.0,0.0
975000,moderate_player,0.229,0.146,0.625
975000,advanced_player,0.028,0.031,0.941
976000,random_player,1.0,0.0,0.0
976000,moderate_player,0.237,0.161,0.602
976000,advanced_player,0.041,0.027,0.932
977000,random_player,1.0,0.0,0.0
977000,moderate_player,0.239,0.159,0.602
977000,advanced_player,0.032,0.031,0.937
978000,random_player,1.0,0.0,0.0
978000,moderate_player,0.258,0.154,0.588
978000,advanced_player,0.034,0.042,0.924
979000,random_player,1.0,0.0,0.0
979000,moderate_player,0.255,0.14,0.605
979000,advanced_player,0.032,0.034,0.934
980000,random_player,1.0,0.0,0.0
980000,moderate_player,0.236,0.158,0.606
980000,advanced_player,0.039,0.034,0.927
981000,random_player,1.0,0.0,0.0
981000,moderate_player,0.238,0.143,0.619
981000,advanced_player,0.038,0.033,0.929
982000,random_player,1.0,0.0,0.0
982000,moderate_player,0.248,0.154,0.598
982000,advanced_player,0.03,0.024,0.946
983000,random_player,1.0,0.0,0.0
983000,moderate_player,0.257,0.147,0.596
983000,advanced_player,0.04,0.037,0.923
984000,random_player,1.0,0.0,0.0
984000,moderate_player,0.254,0.142,0.604
984000,advanced_player,0.019,0.043,0.938
985000,random_player,1.0,0.0,0.0
985000,moderate_player,0.242,0.154,0.604
985000,advanced_player,0.029,0.049,0.922
986000,random_player,1.0,0.0,0.0
986000,moderate_player,0.256,0.153,0.591
986000,advanced_player,0.034,0.037,0.929
987000,random_player,1.0,0.0,0.0
987000,moderate_player,0.27,0.167,0.563
987000,advanced_player,0.039,0.047,0.914
988000,random_player,1.0,0.0,0.0
988000,moderate_player,0.273,0.167,0.56
988000,advanced_player,0.03,0.042,0.928
989000,random_player,1.0,0.0,0.0
989000,moderate_player,0.257,0.154,0.589
989000,advanced_player,0.035,0.049,0.916
990000,random_player,1.0,0.0,0.0
990000,moderate_player,0.243,0.158,0.599
990000,advanced_player,0.029,0.042,0.929
991000,random_player,0.999,0.001,0.0
991000,moderate_player,0.232,0.151,0.617
991000,advanced_player,0.03,0.032,0.938
992000,random_player,1.0,0.0,0.0
992000,moderate_player,0.24,0.154,0.606
992000,advanced_player,0.033,0.035,0.932
993000,random_player,1.0,0.0,0.0
993000,moderate_player,0.258,0.155,0.587
993000,advanced_player,0.036,0.036,0.928
994000,random_player,1.0,0.0,0.0
994000,moderate_player,0.254,0.162,0.584
994000,advanced_player,0.034,0.035,0.931
995000,random_player,1.0,0.0,0.0
995000,moderate_player,0.232,0.14,0.628
995000,advanced_player,0.029,0.035,0.936
996000,random_player,1.0,0.0,0.0
996000,moderate_player,0.269,0.153,0.578
996000,advanced_player,0.032,0.035,0.933
997000,random_player,1.0,0.0,0.0
997000,moderate_player,0.241,0.151,0.608
997000,advanced_player,0.037,0.033,0.93
998000,random_player,1.0,0.0,0.0
998000,moderate_player,0.261,0.132,0.607
998000,advanced_player,0.023,0.055,0.922
999000,random_player,1.0,0.0,0.0
999000,moderate_player,0.256,0.144,0.6
999000,advanced_player,0.035,0.043,0.922
1000000,random_player,1.0,0.0,0.0
1000000,moderate_player,0.254,0.159,0.587
1000000,advanced_player,0.036,0.04,0.924
